id,*상점,*매직박스1,*기본,type,name,description,cat,sub_cat,bundle_size,useAction,infoAction,file_name,width,height,sellPrice,R,G,B,grade,*이미지,*색상,열1,*획득 방법,attributes
204835,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_16x13_bigtang_06.png,403,270,,,,,,,,,,
204836,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_16x13_bigtang_07.png,319,312,,,,,,,,,,
204837,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_16x13_bigtang_08.png,328,230,,,,,,,,,,
204838,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_16x13_bigtang_09.png,318,257,,,,,,,,,,
204839,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_16x13_bigtang_10.png,329,256,,,,,,,,,,
204840,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_16x13_bigtang_11.png,97,100,,,,,,,,,,
204841,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_16x13_bigtang_12.png,40,29,,,,,,,,,,
204842,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_16x13_bigtang_13.png,45,27,,,,,,,,,,
204843,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_16x13_bigtang_14.png,8,23,,,,,,,,,,
204844,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_16x13_bigtang_15.png,46,51,,,,,,,,,,
204845,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_16x13_bigtang_16.png,46,51,,,,,,,,,,
204846,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_16x13_bigtang_17.png,46,51,,,,,,,,,,
204847,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_1x1_dokuri_01.png,46,56,,,,,,,,,,
204848,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_1x1_dokuri_02.png,46,56,,,,,,,,,,
204849,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_1x1_dokuri_03.png,46,56,,,,,,,,,,
204850,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_1x1_lamp_01.png,46,94,,,,,,,,,,
204851,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_1x1_lamp_02.png,43,44,,,,,,,,,,
204852,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_1x1_lamp_03.png,35,34,,,,,,,,,,
204853,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_1x1_lamp_04.png,49,53,,,,,,,,,,
204854,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_1x1_snow_01.png,52,54,,,,,,,,,,
204855,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_1x2_tree_01.png,91,174,,,,,,,,,,
204856,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_2x1_bambu_01.png,94,127,,,,,,,,,,
204857,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_2x1_bench_01.png,84,72,,,,,,,,,,
204858,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_2x1_drawer.png,92,90,,,,,,,,,,
204859,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_2x1_man_01.png,88,126,,,,,,,,,,
204860,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_2x1_ricestraw_01.png,88,127,,,,,,,,,,
204861,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_2x1_woman_01.png,88,126,,,,,,,,,,
204862,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_2x2_snow_01.png,90,91,,,,,,,,,,
204863,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_2x2_snow_02.png,94,93,,,,,,,,,,
204864,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_2x2_snow_03.png,94,86,,,,,,,,,,
204865,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_2x2_stone_01.png,83,86,,,,,,,,,,
204866,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_2x2_stone_02.png,74,87,,,,,,,,,,
204867,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_2x2_stone_03.png,68,89,,,,,,,,,,
204868,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_3x2_snow_01.png,133,92,,,,,,,,,,
204869,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_3x2_tree_01.png,135,174,,,,,,,,,,
204870,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_4x2_footbath_01.png,172,126,,,,,,,,,,
204871,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_5x1_sinsa_01.png,186,191,,,,,,,,,,
204872,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_5x2_lamen_01.png,193,198,,,,,,,,,,
204873,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_5x2_taco_01.png,197,199,,,,,,,,,,
204874,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_6x6_monkeytang_01.png,247,227,,,,,,,,,,
204875,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_6x6_monkeytang_02.png,107,45,,,,,,,,,,
204876,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_6x6_monkeytang_03.png,55,57,,,,,,,,,,
204877,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_6x6_monkeytang_04.png,29,29,,,,,,,,,,
204878,,,,item,no name,no description,objects,object,1,,,obj_set_hotspring_6x6_monkeytang_05.png,28,26,,,,,,,,,,
204879,,,,item,no name,no description,objects,object,1,,,obj_set_india_2x1_cereamics.png,61,130,,,,,,,,,,
204880,,,,item,no name,no description,objects,object,1,,,obj_set_india_2x1_lamp.png,84,73,,,,,,,,,,
204881,,,,item,no name,no description,objects,object,1,,,obj_set_india_2x1_tree.png,99,210,,,,,,,,,,
204882,,,,item,no name,no description,objects,object,1,,,obj_set_india_2x2_candle.png,89,78,,,,,,,,,,
204883,,,,item,no name,no description,objects,object,1,,,obj_set_india_2x2_candle1.png,89,78,,,,,,,,,,
204884,,,,item,no name,no description,objects,object,1,,,obj_set_india_2x2_candle_fire.png,39,39,,,,,,,,,,
204885,,,,item,no name,no description,objects,object,1,,,obj_set_india_2x2_candle_fire2.png,9,11,,,,,,,,,,
204886,,,,item,no name,no description,objects,object,1,,,obj_set_india_2x2_deco.png,97,141,,,,,,,,,,
204887,,,,item,no name,no description,objects,object,1,,,obj_set_india_2x2_drum.png,70,88,,,,,,,,,,
204888,,,,item,no name,no description,objects,object,1,,,obj_set_india_2x2_lotus_01.png,56,47,,,,,,,,,,
204889,,,,item,no name,no description,objects,object,1,,,obj_set_india_2x2_lotus_02.png,80,83,,,,,,,,,,
204890,,,,item,no name,no description,objects,object,1,,,obj_set_india_2x2_snake.png,64,113,,,,,,,,,,
204891,,,,item,no name,no description,objects,object,1,,,obj_set_india_2x2_tile_01.png,82,82,,,,,,,,,,
204892,,,,item,no name,no description,objects,object,1,,,obj_set_india_2x2_tile_02.png,82,82,,,,,,,,,,
204893,,,,item,no name,no description,objects,object,1,,,obj_set_india_3x1_fence.png,128,84,,,,,,,,,,
204894,,,,item,no name,no description,objects,object,1,,,obj_set_india_3x2_building.png,118,226,,,,,,,,,,
204895,,,,item,no name,no description,objects,object,1,,,obj_set_india_3x8_watercourse.png,143,364,,,,,,,,,,
204896,,,,item,no name,no description,objects,object,1,,,obj_set_india_4x4_fire.png,137,61,,,,,,,,,,
204897,,,,item,no name,no description,objects,object,1,,,obj_set_india_4x4_fire_01.png,137,82,,,,,,,,,,
204898,,,,item,no name,no description,objects,object,1,,,obj_set_india_4x4_fire_02.png,145,126,,,,,,,,,,
204899,,,,item,no name,no description,objects,object,1,,,obj_set_india_5x2_ganesha.png,205,263,,,,,,,,,,
204900,,,,item,no name,no description,objects,object,1,,,obj_set_india_6x4_lug.png,244,161,,,,,,,,,,
204901,,,,item,no name,no description,objects,object,1,,,obj_set_india_7x2_cow.png,278,185,,,,,,,,,,
204902,,,,item,no name,no description,objects,object,1,,,obj_set_india_9x6_palace.png,364,388,,,,,,,,,,
204903,,,,item,no name,no description,objects,object,1,,,obj_set_indien_1x1_bottle_01.png,43,90,,,,,,,,,,
204904,,,,item,no name,no description,objects,object,1,,,obj_set_indien_1x1_torch_01.png,51,169,,,,,,,,,,
204905,,,,item,no name,no description,objects,object,1,,,obj_set_indien_2x1_fence_01.png,88,130,,,,,,,,,,
204906,,,,item,no name,no description,objects,object,1,,,obj_set_indien_2x1_spear_01.png,91,75,,,,,,,,,,
204907,,,,item,no name,no description,objects,object,1,,,obj_set_indien_2x1_target_01.png,82,150,,,,,,,,,,
204908,,,,item,no name,no description,objects,object,1,,,obj_set_indien_2x1_wall_01.png,42,82,,,,,,,,,,
204909,,,,item,no name,no description,objects,object,1,,,obj_set_indien_2x2_drum_01.png,85,99,,,,,,,,,,
204910,,,,item,no name,no description,objects,object,1,,,obj_set_indien_2x2_floor_01.png,82,82,,,,,,,,,,
204911,,,,item,no name,no description,objects,object,1,,,obj_set_indien_2x2_owltower_01.png,75,120,,,,,,,,,,
204912,,,,item,no name,no description,objects,object,1,,,obj_set_indien_2x2_torch_01.png,88,126,,,,,,,,,,
204913,,,,item,no name,no description,objects,object,1,,,obj_set_indien_3x1_dreancatcher_01.png,105,180,,,,,,,,,,
204914,,,,item,no name,no description,objects,object,1,,,obj_set_indien_3x1_shield_01.png,113,193,,,,,,,,,,
204915,,,,item,no name,no description,objects,object,1,,,obj_set_indien_6x1_owltower_01.png,232,198,,,,,,,,,,
204916,,,,item,no name,no description,objects,object,1,,,obj_set_indien_6x6_featherrug_01.png,240,229,,,,,,,,,,
204917,,,,item,no name,no description,objects,object,1,,,obj_set_indien_7x4_rug_01.png,283,166,,,,,,,,,,
204918,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_1x2_wallpaper_01.png,42,80,,,,,,,,,,
204919,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_1x2_wallpaper_02.png,40,10,,,,,,,,,,
204920,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_1x2_wallpaper_03.png,39,10,,,,,,,,,,
204921,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_1x2_wallpaper_04.png,31,10,,,,,,,,,,
204922,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_1x2_wallpaper_05.png,28,13,,,,,,,,,,
204923,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_2x1_poster01.png,67,78,,,,,,,,,,
204924,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_2x1_poster02.png,67,78,,,,,,,,,,
204925,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_2x2_tile01.png,82,82,,,,,,,,,,
204926,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_2x2_tile02.png,82,82,,,,,,,,,,
204927,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_3x2_moneymachine.png,124,147,,,,,,,,,,
204928,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_4x1_snack.png,168,133,,,,,,,,,,
204929,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_4x2_pc05_01.png,172,240,,,,,,,,,,
204930,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_4x2_pc05_02.png,33,27,,,,,,,,,,
204931,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_4x2_pc06_01.png,172,239,,,,,,,,,,
204932,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_4x2_pc06_02.png,19,19,,,,,,,,,,
204933,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_4x4_pc01.png,173,260,,,,,,,,,,
204934,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_4x4_pc02_01.png,173,241,,,,,,,,,,
204935,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_4x4_pc02_02.png,58,42,,,,,,,,,,
204936,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_4x4_pc02_03.png,9,7,,,,,,,,,,
204937,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_4x4_pc02_04.png,22,21,,,,,,,,,,
204938,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_4x4_pc02_05.png,21,38,,,,,,,,,,
204939,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_4x4_pc02_06.png,28,19,,,,,,,,,,
204940,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_4x4_pc02_07.png,97,143,,,,,,,,,,
204941,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_4x4_pc03_01.png,173,242,,,,,,,,,,
204942,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_4x4_pc03_02.png,8,8,,,,,,,,,,
204943,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_4x4_pc03_03.png,31,27,,,,,,,,,,
204944,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_4x4_pc03_04.png,28,25,,,,,,,,,,
204945,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_4x4_pc03_05.png,57,32,,,,,,,,,,
204946,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_4x4_pc03_06.png,100,138,,,,,,,,,,
204947,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_4x4_pc04.png,174,242,,,,,,,,,,
204948,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_5x1_menu.png,210,101,,,,,,,,,,
204949,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_6x3_desk.png,249,182,,,,,,,,,,
204950,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_8x1_partition_01.png,309,156,,,,,,,,,,
204951,,,,item,no name,no description,objects,object,1,,,obj_set_internetcafe_8x1_partition_02.png,153,96,,,,,,,,,,
204952,,,,item,no name,no description,objects,object,1,,,obj_set_jumak_1x1_flag.png,48,150,,,,,,,,,,
204953,,,,item,no name,no description,objects,object,1,,,obj_set_jumak_1x2_straw.png,48,150,,,,,,,,,,
204954,,,,item,no name,no description,objects,object,1,,,obj_set_jumak_2x1_straw.png,90,100,,,,,,,,,,
204955,,,,item,no name,no description,objects,object,1,,,obj_set_jumak_2x1_tree.png,102,156,,,,,,,,,,
204956,,,,item,no name,no description,objects,object,1,,,obj_set_jumak_2x2_basket.png,74,78,,,,,,,,,,
204957,,,,item,no name,no description,objects,object,1,,,obj_set_jumak_2x2_sot_1.png,82,138,,,,,,,,,,
204958,,,,item,no name,no description,objects,object,1,,,obj_set_jumak_2x2_sot_2.png,46,40,,,,,,,,,,
204959,,,,item,no name,no description,objects,object,1,,,obj_set_jumak_2x2_sot_3.png,14,12,,,,,,,,,,
204960,,,,item,no name,no description,objects,object,1,,,obj_set_jumak_2x2_sot_4.png,32,26,,,,,,,,,,
204961,,,,item,no name,no description,objects,object,1,,,obj_set_jumak_2x2_stone.png,80,76,,,,,,,,,,
204962,,,,item,no name,no description,objects,object,1,,,obj_set_jumak_2x2_table.png,88,94,,,,,,,,,,
204963,,,,item,no name,no description,objects,object,1,,,obj_set_jumak_2x2_tile.png,82,82,,,,,,,,,,
204964,,,,item,no name,no description,objects,object,1,,,obj_set_jumak_3x1_shelf.png,120,106,,,,,,,,,,
204965,,,,item,no name,no description,objects,object,1,,,obj_set_jumak_3x2_pot.png,118,114,,,,,,,,,,
204966,,,,item,no name,no description,objects,object,1,,,obj_set_jumak_3x2_table.png,120,108,,,,,,,,,,
204967,,,,item,no name,no description,objects,object,1,,,obj_set_jumak_4x3_mat.png,164,126,,,,,,,,,,
204968,,,,item,no name,no description,objects,object,1,,,obj_set_jumak_7x5_woodenbench.png,290,198,,,,,,,,,,
204969,,,,item,no name,no description,objects,object,1,,,obj_set_jumak_9x3_house_1.png,342,164,,,,,,,,,,
204970,,,,item,no name,no description,objects,object,1,,,obj_set_jumak_9x3_house_2.png,346,196,,,,,,,,,,
204971,,,,item,no name,no description,objects,object,1,,,obj_set_jumak_9x3_house_3.png,89,35,,,,,,,,,,
204972,,,,item,no name,no description,objects,object,1,,,obj_set_jumak_9x3_house_4.png,51,51,,,,,,,,,,
204973,,,,item,no name,no description,objects,object,1,,,obj_set_junk_1x1_chair.png,53,57,,,,,,,,,,
204974,,,,item,no name,no description,objects,object,1,,,obj_set_junk_2x1_fence.png,90,135,,,,,,,,,,
204975,,,,item,no name,no description,objects,object,1,,,obj_set_junk_2x1_radio.png,75,69,,,,,,,,,,
204976,,,,item,no name,no description,objects,object,1,,,obj_set_junk_2x2_chair.png,87,124,,,,,,,,,,
204977,,,,item,no name,no description,objects,object,1,,,obj_set_junk_2x2_papers.png,75,86,,,,,,,,,,
204978,,,,item,no name,no description,objects,object,1,,,obj_set_junk_3x2_bicycles.png,131,123,,,,,,,,,,
204979,,,,item,no name,no description,objects,object,1,,,obj_set_junk_3x2_pack.png,127,110,,,,,,,,,,
204980,,,,item,no name,no description,objects,object,1,,,obj_set_junk_4x2_realcar.png,151,158,,,,,,,,,,
204981,,,,item,no name,no description,objects,object,1,,,obj_set_junk_5x2_container_01.png,209,249,,,,,,,,,,
204982,,,,item,no name,no description,objects,object,1,,,obj_set_junk_5x2_container_02.png,57,94,,,,,,,,,,
204983,,,,item,no name,no description,objects,object,1,,,obj_set_junk_5x2_container_03.png,57,94,,,,,,,,,,
204984,,,,item,no name,no description,objects,object,1,,,obj_set_junk_5x2_container_04.png,25,114,,,,,,,,,,
204985,,,,item,no name,no description,objects,object,1,,,obj_set_junk_5x2_container_05.png,27,116,,,,,,,,,,
204986,,,,item,no name,no description,objects,object,1,,,obj_set_junk_5x2_container_06.png,54,117,,,,,,,,,,
204987,,,,item,no name,no description,objects,object,1,,,obj_set_junk_5x4_lug.png,205,163,,,,,,,,,,
204988,,,,item,no name,no description,objects,object,1,,,obj_set_junk_6x2_junks.png,246,202,,,,,,,,,,
204989,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_1x1_light1.png,40,40,,,,,,,,,,
204990,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_1x1_light1_2.png,81,81,,,,,,,,,,
204991,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_1x1_light2.png,40,40,,,,,,,,,,
204992,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_1x1_light3.png,40,40,,,,,,,,,,
204993,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_1x1_light4.png,28,27,,,,,,,,,,
204994,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_1x1_light4_2.png,48,84,,,,,,,,,,
204995,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_1x1_speaker.png,44,101,,,,,,,,,,
204996,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_1x1_speaker_2.png,37,32,,,,,,,,,,
204997,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_1x1_speaker_3.png,40,40,,,,,,,,,,
204998,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_1x2_poster.png,36,47,,,,,,,,,,
204999,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_1x2_wall1.png,42,82,,,,,,,,,,
205000,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_1x2_wall2.png,42,82,,,,,,,,,,
205001,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x1_balloon.png,32,100,,,,,,,,,,
205002,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x1_balloon_2.png,68,58,,,,,,,,,,
205003,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x1_balloon_3.png,43,73,,,,,,,,,,
205004,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x1_balloon_4.png,46,45,,,,,,,,,,
205005,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x1_chair.png,54,68,,,,,,,,,,
205006,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x1_mirrorball.png,30,54,,,,,,,,,,
205007,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x1_mirrorball_1.png,57,57,,,,,,,,,,
205008,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x1_mirrorball_2.png,57,57,,,,,,,,,,
205009,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x1_mirrorball_3.png,57,57,,,,,,,,,,
205010,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x1_mirrorball_4.png,77,77,,,,,,,,,,
205011,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x1_mirrorball_5.png,30,29,,,,,,,,,,
205012,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x1_mirrorball_6.png,32,38,,,,,,,,,,
205013,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x1_mirrorball_7.png,26,26,,,,,,,,,,
205014,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x1_mirrorball_8.png,24,26,,,,,,,,,,
205015,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x2_mirrorball2.png,37,37,,,,,,,,,,
205016,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x2_mirrorball2_2.png,10,30,,,,,,,,,,
205017,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x2_mirrorball2_3.png,19,17,,,,,,,,,,
205018,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x2_mirrorball2_4.png,70,76,,,,,,,,,,
205019,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x2_mirrorball2_5.png,17,22,,,,,,,,,,
205020,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x2_stage_1.png,87,84,,,,,,,,,,
205021,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x2_stage_2.png,33,75,,,,,,,,,,
205022,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x2_tile.png,82,82,,,,,,,,,,
205023,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x2_tv2.png,82,133,,,,,,,,,,
205024,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x2_tv2_2.png,34,88,,,,,,,,,,
205025,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x2_tv2_3.png,26,18,,,,,,,,,,
205026,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x2_tv2_4.png,24,17,,,,,,,,,,
205027,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x2_tv2_5.png,12,14,,,,,,,,,,
205028,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x2_tv2_6.png,17,19,,,,,,,,,,
205029,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x3_sofa1.png,75,163,,,,,,,,,,
205030,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_2x3_sofa2.png,75,163,,,,,,,,,,
205031,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_3x1_partition1.png,120,72,,,,,,,,,,
205032,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_3x1_partition1_2.png,29,25,,,,,,,,,,
205033,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_3x1_partition2.png,120,78,,,,,,,,,,
205034,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_4x1_machine.png,159,74,,,,,,,,,,
205035,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_4x2_sofa3.png,158,113,,,,,,,,,,
205036,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_4x2_tv1.png,134,81,,,,,,,,,,
205037,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_4x2_tv10.png,13,9,,,,,,,,,,
205038,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_4x2_tv11.png,10,10,,,,,,,,,,
205039,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_4x2_tv12.png,60,55,,,,,,,,,,
205040,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_4x2_tv13.png,61,55,,,,,,,,,,
205041,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_4x2_tv1_2.png,115,59,,,,,,,,,,
205042,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_4x2_tv3.png,115,59,,,,,,,,,,
205043,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_4x2_tv4.png,115,59,,,,,,,,,,
205044,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_4x2_tv5.png,77,10,,,,,,,,,,
205045,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_4x2_tv6.png,60,9,,,,,,,,,,
205046,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_4x2_tv7.png,52,10,,,,,,,,,,
205047,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_4x2_tv8.png,48,9,,,,,,,,,,
205048,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_4x2_tv9.png,36,10,,,,,,,,,,
205049,,,,item,no name,no description,objects,object,1,,,obj_set_karaoke_4x3_table.png,145,130,,,,,,,,,,
205050,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_1x1_chair1.png,51,81,,,,,,,,,,
205051,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_1x1_chair1_2.png,50,22,,,,,,,,,,
205052,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_1x1_chair2.png,47,91,,,,,,,,,,
205053,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_1x1_light.png,57,149,,,,,,,,,,
205054,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_1x2_shelf2.png,58,117,,,,,,,,,,
205055,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_2x1_partition.png,89,147,,,,,,,,,,
205056,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_2x2_oven.png,92,147,,,,,,,,,,
205057,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_2x2_oven_2.png,84,96,,,,,,,,,,
205058,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_2x2_refrigerator2.png,91,164,,,,,,,,,,
205059,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_2x2_sink1.png,92,222,,,,,,,,,,
205060,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_2x2_tile1.png,82,82,,,,,,,,,,
205061,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_2x2_tile2.png,82,82,,,,,,,,,,
205062,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_2x3_coffeetable.png,75,203,,,,,,,,,,
205063,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_2x3_table2.png,88,198,,,,,,,,,,
205064,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_3x2_refrigerator1.png,131,207,,,,,,,,,,
205065,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_3x2_refrigerator1_2.png,41,54,,,,,,,,,,
205066,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_3x2_refrigerator1_3.png,38,61,,,,,,,,,,
205067,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_3x2_refrigerator1_4.png,31,19,,,,,,,,,,
205068,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_3x2_refrigerator1_5.png,31,20,,,,,,,,,,
205069,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_3x2_refrigerator1_6.png,31,8,,,,,,,,,,
205070,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_3x2_refrigerator1_7.png,38,59,,,,,,,,,,
205071,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_3x2_sink2.png,131,223,,,,,,,,,,
205072,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_4x1_shelf1.png,156,119,,,,,,,,,,
205073,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_6x2_table1.png,250,165,,,,,,,,,,
205074,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_ef01.png,57,58,,,,,,,,,,
205075,,,,item,no name,no description,objects,object,1,,,obj_set_kitchen_ef02.png,29,23,,,,,,,,,,
